Fecha,Hora,Lux Natural,Lux Total,Hum Suelo %,Temp Amb C,Hum Amb %,Luz Estado,Riego Estado
2026-02-23,09:15:33,32,7834,100,24.2,93.1,ON,OFF
2026-02-23,10:15:36,12,8547,100,27.9,76.8,ON,OFF
2026-02-23,11:15:39,10,9519,100,28.1,72.9,ON,OFF
2026-02-23,12:15:42,6,8165,100,28.3,76.3,ON,OFF
2026-02-23,13:15:46,4,3495,100,28.3,76.2,ON,OFF
2026-02-23,14:15:49,5,7593,100,28.3,76.8,ON,OFF
2026-02-23,15:15:52,3,5194,100,28.6,76.5,ON,OFF
2026-02-23,16:15:55,3,8466,100,28.8,79.4,ON,OFF
2026-02-23,17:15:58,1,1,100,29.1,85.2,OFF (Noche),OFF
2026-02-23,18:16:01,0,0,100,27.6,47.9,OFF (Noche),OFF
2026-02-23,19:16:04,14,14,0,23.3,55.0,OFF (Noche),REGANDO
